Feature,Importance
eye_lmk_X_54,0.0
eye_lmk_X_48,0.0
eye_lmk_X_15,0.0
x_50,0.0
Y_32,0.0
Y_34,0.0
eye_lmk_X_32,0.0
Y_46,0.0
Y_61,0.0
eye_lmk_X_27,0.0
Y_58,0.0
X_62,0.0
eye_lmk_y_31,0.0
p_11,0.0
X_55,0.0
eye_lmk_Y_49,0.0
eye_lmk_x_22,0.0
X_2,0.0
eye_lmk_x_24,0.0
eye_lmk_x_27,0.0
X_4,0.0
p_0,0.0
X_6,0.0
X_7,0.0
eye_lmk_X_23,0.0
eye_lmk_Y_40,0.0
X_18,0.0
eye_lmk_Y_37,0.0
X_25,0.0
Z_57,0.0
X_30,0.0
X_35,0.0
eye_lmk_Y_32,0.0
eye_lmk_Y_29,0.0
eye_lmk_x_54,0.0
X_44,0.0
X_46,0.0
eye_lmk_y_16,0.0
eye_lmk_Y_41,0.0
