Feature,Importance
X_58,-0.0024271844660194164
X_46,-0.0024271844660194164
X_44,-0.0024271844660194164
X_43,-0.0024271844660194164
X_22,-0.0024271844660194164
X_39,-0.0024271844660194164
X_38,-0.0024271844660194164
eye_lmk_Y_32,-0.0024271844660194164
X_27,-0.0024271844660194164
X_28,-0.0024271844660194164
X_30,-0.0024271844660194164
X_32,-0.0024271844660194164
X_34,-0.0024271844660194164
X_5,-0.0024271844660194164
X_10,-0.0024271844660194164
X_3,-0.0024271844660194164
y_64,-0.0024271844660194164
y_52,-0.0024271844660194164
y_54,-0.0024271844660194164
eye_lmk_Y_46,-0.0024271844660194164
eye_lmk_Y_43,-0.0024271844660194164
y_62,-0.0024271844660194164
y_63,-0.0024271844660194164
eye_lmk_X_54,-0.0024271844660194164
Y_9,-0.0024271844660194164
Y_10,-0.0024271844660194164
X_35,-0.0024271844660194164
X_59,-0.0024271844660194164
X_61,-0.004854368932038833
X_42,-0.004854368932038833
eye_lmk_x_44,-0.004854368932038833
x_9,-0.004854368932038833
eye_lmk_Z_46,-0.004854368932038833
eye_lmk_x_48,-0.004854368932038833
x_36,-0.004854368932038833
eye_lmk_Z_52,-0.004854368932038833
eye_lmk_Z_55,-0.004854368932038833
X_36,-0.004854368932038833
eye_lmk_Z_51,-0.004854368932038833
eye_lmk_x_20,-0.004854368932038833
eye_lmk_x_16,-0.004854368932038833
eye_lmk_Z_50,-0.004854368932038833
eye_lmk_Z_54,-0.004854368932038833
x_0,-0.004854368932038833
eye_lmk_Z_38,-0.004854368932038833
eye_lmk_x_3,-0.004854368932038833
x_1,-0.004854368932038833
eye_lmk_x_9,-0.004854368932038833
x_17,-0.004854368932038833
x_19,-0.004854368932038833
eye_lmk_x_8,-0.004854368932038833
Y_30,-0.004854368932038833
eye_lmk_x_2,-0.004854368932038833
x_26,-0.004854368932038833
x_22,-0.004854368932038833
eye_lmk_Z_32,-0.004854368932038833
x_6,-0.004854368932038833
eye_lmk_x_33,-0.004854368932038833
x_24,-0.004854368932038833
x_40,-0.004854368932038833
eye_lmk_Z_47,-0.004854368932038833
y_49,-0.004854368932038833
eye_lmk_x_54,-0.004854368932038833
y_2,-0.004854368932038833
y_5,-0.004854368932038833
eye_lmk_y_29,-0.004854368932038833
eye_lmk_y_31,-0.004854368932038833
Y_47,-0.004854368932038833
eye_lmk_y_35,-0.004854368932038833
X_6,-0.004854368932038833
y_17,-0.004854368932038833
y_21,-0.004854368932038833
eye_lmk_y_42,-0.004854368932038833
y_28,-0.004854368932038833
X_2,-0.004854368932038833
X_1,-0.004854368932038833
y_24,-0.004854368932038833
eye_lmk_y_46,-0.004854368932038833
eye_lmk_y_49,-0.004854368932038833
eye_lmk_y_52,-0.004854368932038833
y_26,-0.004854368932038833
y_29,-0.004854368932038833
X_15,-0.004854368932038833
eye_lmk_y_54,-0.004854368932038833
Z_60,-0.004854368932038833
X_25,-0.004854368932038833
x_51,-0.004854368932038833
y_45,-0.004854368932038833
X_23,-0.004854368932038833
y_41,-0.004854368932038833
y_56,-0.004854368932038833
eye_lmk_Z_11,-0.004854368932038833
y_61,-0.004854368932038833
eye_lmk_X_23,-0.004854368932038833
eye_lmk_y_13,-0.004854368932038833
eye_lmk_y_14,-0.004854368932038833
eye_lmk_y_15,-0.004854368932038833
y_30,-0.004854368932038833
Z_67,-0.004854368932038833
x_63,-0.004854368932038833
x_64,-0.004854368932038833
eye_lmk_y_20,-0.004854368932038833
y_27,-0.004854368932038833
y_12,-0.007281553398058249
eye_lmk_Z_43,-0.007281553398058249
x_5,-0.007281553398058249
eye_lmk_y_17,-0.007281553398058249
p_ty,-0.007281553398058249
x_30,-0.007281553398058249
x_55,-0.007281553398058249
eye_lmk_Z_28,-0.007281553398058249
y_51,-0.007281553398058249
eye_lmk_Z_48,-0.007281553398058249
y_32,-0.009708737864077666
y_4,-0.014563106796116498
